roll, pitch, yaw, x accel, y accel, z accel
1938, 7320, 522, -510, 784, 423
2623, 7322, 599, -415, 701, 383
3364, 7321, 1033, -426, 597, 542
3846, 7321, 1187, -329, 451, 446
3866, 7320, 1439, -477, 295, 428
4120, 7318, 1367, -571, 183, 362
3752, 7316, 1466, -594, 57, 314
3809, 7316, 1393, -706, -134, 195
4187, 7316, 1496, -713, -217, 171
4478, 7315, 1547, -691, -325, 64
5004, 7315, 1553, -623, -402, 153
5623, 7315, 2011, -492, -441, 67
5658, 7316, 2105, -499, -583, 38
6164, 7317, 2477, -511, -604, 136
6282, 7317, 2532, -576, -684, 30
6804, 7318, 2593, -519, -777, 89
7036, 7317, 2568, -515, -928, 37
6942, 7318, 2723, -564, -1064, -57
7334, 7319, 2334, -553, -1168, -63
7358, 7318, 2370, -579, -1229, -5
7190, 7320, 1979, -582, -1293, -85
7312, 7320, 1911, -533, -1330, -92
7163, 7322, 1778, -462, -1372, -115
6870, 7325, 1632, -451, -1424, -74
6741, 7327, 1141, -492, -1445, -51
6448, 7329, 1050, -485, -1453, -68
6281, 7334, 915, -465, -1440, -46
6054, 7336, 683, -467, -1475, -88
5768, 7337, 267, -459, -1527, -125
5270, 7340, 10, -472, -1588, -121
4889, 7341, -420, -504, -1708, -133
4506, 7341, -1042, -476, -1808, -202
3827, 7343, -1619, -564, -1873, -245
3214, 7341, -2249, -692, -1890, -336
2656, 7341, -2733, -619, -1993, -387
2029, 7343, -2890, -633, -1899, -469
1063, 7346, -2759, -539, -1966, -584
719, 7350, -2484, -483, -1933, -502
355, 7357, -2211, -447, -1900, -433
247, 7361, -2142, -398, -1858, -353
6, 7369, -1954, -362, -1735, -312
71, 7376, -1928, -346, -1677, -344
-294, 7382, -1841, -365, -1611, -392
-251, 7388, -1884, -336, -1582, -336
-534, 7393, -1841, -413, -1492, -382
-474, 7347, -1708, -472, -1495, -353
-545, 6966, -1602, -560, -1507, -277
-617, 6532, -1512, -731, -1448, -170
-826, 6288, -1486, -871, -1431, -55
-997, 5594, -1301, -1037, -1367, 58
-1356, 5083, -1177, -1173, -1308, 188
-4181, 3475, -265, -1037, -1121, 789
-3986, 3894, -150, -971, -1125, 678
-3751, 4047, -38, -891, -1143, 627
-3606, 4163, 117, -803, -1182, 520
-3465, 4298, 263, -772, -1222, 430
-3060, 4464, 382, -756, -1272, 317
-2763, 4361, 512, -734, -1294, 172
-2475, 4245, 481, -694, -1338, 55
-2141, 3961, 535, -637, -1365, -50
-2201, 3992, 660, -596, -1403, -129
-1764, 3778, 541, -530, -1406, -233
-1710, 3638, 617, -440, -1413, -291
-1593, 3409, 616, -372, -1362, -355
-1235, 3079, 569, -260, -1351, -412
-1358, 3088, 547, -177, -1304, -405
-1241, 2833, 726, -102, -1234, -379
-1164, 2578, 942, -16, -1203, -344
-1292, 2365, 988, 44, -1161, -323
-1280, 2220, 1112, 14, -1111, -303
-1359, 1803, 1222, 79, -1111, -278
-1528, 1469, 1438, 116, -888, -206
-1426, 1017, 1603, 90, -1051, -272
-1643, 630, 1510, 88, -1061, -203
-1612, 235, 1228, 16, -1063, -92
-1584, -94, 1441, 17, -1049, -110
-1872, -262, 1390, -23, -1043, -78
-1927, -456, 1302, -110, -1033, -98
-1621, -608, 1222, -162, -1016, -90
-1575, -1040, 1131, -171, -996, -45
-1501, -1157, 1065, -264, -997, -28
-1342, -1537, 1103, -333, -983, -42
-1005, -1586, 1179, -379, -957, -54
-720, -1842, 1352, -423, -928, -30
-671, -2092, 1171, -488, -928, 68
-411, -2026, 1224, -541, -946, 189
-294, -1958, 1275, -595, -943, 312
-247, -1905, 1106, -631, -919, 331
195, -2013, 1226, -600, -869, 381
212, -1883, 1257, -603, -814, 421
413, -1772, 1195, -611, -763, 477
535, -1838, 1254, -576, -742, 502
848, -1950, 1181, -572, -737, 515
833, -1744, 1061, -555, -740, 518
1079, -1561, 1004, -536, -719, 509
1025, -1541, 844, -514, -714, 517
1373, -1553, 903, -516, -684, 532
1339, -1215, 705, -465, -708, 485
1547, -893, 431, -441, -698, 460
1280, -1021, 469, -388, -661, 363
1766, -1159, 267, -324, -610, 312
1708, -1377, 103, -214, -580, 241
1722, -1379, 18, -303, -504, 170
1876, -1763, -166, -16, -544, 182
1755, -1973, -48, -113, -467, 198
1835, -2085, -154, -41, -461, 199
1902, -2205, -121, -54, -420, 164
1562, -2335, -328, -30, -290, 140
1658, -2754, -422, -7, -346, 253
1797, -2762, -332, -45, -296, 46
1627, -2850, -376, 11, -235, 140
1603, -3212, -427, -45, -245, -109
1604, -3502, -455, -29, -235, -153
1562, -3621, -527, -45, -237, -88
1727, -3997, -671, -55, -220, -73
1621, -4168, -716, -91, -198, -85
1650, -4275, -863, -60, -139, -95
1663, -3983, -1124, -63, -98, -63
1680, -4092, -1020, -62, -56, -31
1697, -4172, -1111, -69, 10, -23
1680, -4086, -1294, -27, 51, -32
1820, -3987, -1328, -5, 128, -24
1903, -3860, -1724, -16, 162, -40
1715, -3921, -1505, -47, 229, -38
1776, -3856, -1711, 16, 226, 62
1438, -3734, -1859, 33, 320, 2
1508, -3883, -1935, -32, 360, -24
1438, -3751, -2109, -32, 419, 48
1121, -3961, -2127, -44, 415, 85
1021, -3935, -2108, -122, 368, 103
911, -3855, -2121, -148, 324, 183
603, -3837, -2186, -220, 351, 237
489, -3268, -2222, -251, 418, 332
234, -2706, -1931, -285, 468, 185
-185, -2372, -1716, -319, 492, 395
-229, -2207, -1648, -311, 502, 310
-664, -2062, -1656, -371, 504, 320
-730, -1828, -1643, -396, 546, 328
-1107, -1542, -1401, -344, 527, 256
-1130, -1448, -1194, -369, 559, 314
-1507, -1399, -1101, -331, 544, 316
-1446, -1322, -737, -277, 555, 241
-1987, -1249, -599, -264, 514, 287
-2206, -1084, -626, -219, 503, 232
-2339, -1067, -191, -214, 442, 271
-2808, -988, -296, -185, 434, 258
-2882, -1018, -49, -177, 389, 235
-3072, -902, 23, -140, 377, 161
-3222, -1005, 179, -113, 372, 137
-3327, -1222, 138, -114, 317, 141
-3408, -1148, 72, -70, 290, 119
-3436, -1285, 207, -23, 273, 116
-3518, -1494, 147, -6, 254, 36
-3639, -1508, 325, 59, 236, 115
-3652, -1561, 233, 103, 274, 107
-3836, -1642, 432, 161, 262, 183
-3973, -1595, 423, 178, 283, 195
-3966, -1680, 375, 182, 269, 149
-4220, -1588, 546, 187, 220, 172
-4330, -1876, 436, 222, 168, 215
-4355, -1877, 557, 152, 115, 116
-4607, -1903, 582, 130, 53, 101
-4689, -2060, 707, 159, -23, 122
-4472, -2140, 682, 96, -120, 66
-4591, -2062, 523, 81, -178, 73
-4635, -2096, 440, 58, -248, -11
-4528, -2170, 417, 14, -306, -52
-4307, -2397, 440, 52, -321, -70
-4123, -2269, 454, 24, -377, -111
-3933, -2386, 398, 8, -434, -157
-3872, -2461, 426, -11, -458, -188
-3661, -2627, 267, 13, -478, -165
-3402, -2573, 399, 22, -517, -177
-3289, -2597, 379, 57, -578, -231
-3151, -2685, 446, 51, -599, -253
-3315, -2654, 310, 49, -646, -303
-3094, -2680, 427, 52, -696, -360
-3204, -2756, 409, 38, -723, -341
-2963, -2719, 330, 65, -768, -381
-2995, -2956, 420, 71, -806, -442
-3057, -3022, 498, 71, -818, -462
-3173, -3076, 436, 67, -821, -485
-2959, -3250, 760, 89, -810, -470
-3038, -3340, 666, 89, -807, -507
-3161, -3440, 706, 91, -808, -529
-2969, -3698, 1076, 138, -804, -523
-2746, -3949, 1276, 103, -806, -514
-2723, -3924, 1114, 108, -799, -451
-2655, -4232, 1322, 121, -844, -431
-2728, -4324, 1354, 156, -709, -290
-2781, -4203, 1732, 70, -754, -407
-2855, -4391, 1629, 141, -871, -306
-3192, -4508, 1788, 217, -817, -261
-3109, -4212, 1980, 227, -782, -306
-3310, -4497, 2211, 300, -758, -258
-3429, -4544, 2144, 323, -716, -285
-3753, -4458, 2299, 280, -696, -295
-3793, -4393, 2620, 291, -700, -269
-4132, -4847, 2762, 274, -704, -251
-4338, -4499, 2942, 258, -725, -270
-4514, -4877, 2745, 211, -725, -302
-4708, -4744, 2627, 180, -735, -287
-4762, -4700, 2776, 149, -759, -316
-5017, -4845, 2940, 131, -787, -289
-5206, -4896, 2838, 110, -794, -316
-5270, -5016, 2984, 45, -825, -287
-5496, -5152, 2855, -5, -785, -330
-5324, -5138, 3004, -30, -826, -301
-5403, -5242, 2942, -41, -830, -364
-5343, -4927, 2869, -80, -849, -346
-5198, -4811, 2683, -104, -858, -364
-4813, -5044, 2585, -155, -874, -387
-4832, -4758, 2367, -178, -926, -343
-4314, -4585, 2390, -192, -904, -337
-3941, -4379, 2135, -209, -916, -309
-3576, -3985, 1871, -211, -930, -262
-3097, -3776, 1676, -220, -927, -234
-2457, -3477, 1299, -250, -907, -185
-1985, -3379, 1254, -229, -936, -164
-1593, -3289, 1013, -303, -895, -127
-875, -3035, 675, -283, -878, -127
-470, -2684, 268, -343, -838, -88
7, -2407, 58, -309, -807, -73
274, -2072, -227, -350, -751, -63
648, -1946, -521, -346, -753, 6
1153, -1503, -770, -330, -732, 56
1279, -1103, -870, -294, -705, 29
1630, -948, -925, -253, -695, 26
1947, -635, -1005, -317, -688, 46
2030, -350, -1352, -276, -688, 51
2300, -116, -1529, -276, -646, 78
2486, 164, -1544, -238, -645, 21
2624, 333, -1543, -236, -633, 48
2576, 685, -1631, -199, -590, 67
2738, 826, -1913, -144, -543, 85
2593, 1010, -1876, -89, -514, 108
2633, 1357, -1907, -64, -470, 136
2827, 1583, -1938, 5, -485, 202
2417, 1812, -2022, 47, -427, 195
2252, 2103, -1940, 38, -367, 159
2370, 2223, -2056, 79, -346, 139
2132, 2320, -2059, 102, -321, 155
1988, 2543, -2040, 98, -318, 169
2004, 2566, -1962, 68, -312, 220
1657, 2661, -1923, 58, -311, 195
1496, 2650, -1877, 39, -313, 185
1447, 3000, -1880, 18, -327, 234
1145, 3062, -2091, 27, -334, 220
922, 3180, -1749, -21, -314, 230
667, 3346, -1802, -15, -294, 245
449, 3207, -1805, 6, -313, 202
359, 3468, -1883, 10, -308, 240
22, 3797, -1704, -16, -301, 201
-221, 3906, -1886, -30, -323, 206
-260, 4053, -1641, -36, -336, 181
-584, 4231, -1695, -97, -336, 182
-454, 4439, -1687, -142, -352, 167
-592, 4725, -1669, -169, -362, 155
-627, 4866, -1900, -208, -364, 149
-543, 5006, -1764, -235, -386, 136
-221, 5374, -1962, -277, -380, 97
-70, 5343, -1942, -303, -386, 135
165, 5734, -1938, -331, -369, 99
282, 5747, -1865, -333, -362, 107
721, 5844, -2140, -358, -354, 85
890, 5855, -2106, -361, -341, 86
1129, 6137, -2280, -362, -313, 105
1598, 6350, -2109, -348, -295, 127
2138, 6452, -2294, -297, -245, 128
2270, 6583, -2260, -262, -190, 126
2606, 6639, -2323, -241, -194, 10
3055, 6602, -2505, -114, -102, 86
3391, 6644, -2571, -59, 12, 109
3701, 6731, -2454, -52, 56, 99
3984, 6744, -2896, -47, 63, 52
4552, 6925, -3077, -107, 80, 8
5136, 7093, -3374, -107, 125, -55
5340, 7207, -3400, -89, 104, -19
5905, 7087, -3877, -179, 39, -79
6395, 7196, -4177, -235, 44, -72
6654, 7384, -4551, -305, 8, -93
7137, 7369, -5051, -312, 13, -119
7726, 7385, -5306, -370, 39, -94
7998, 7379, -5757, -345, 27, -129
8246, 7396, -5933, -362, 57, -58
8279, 7394, -6487, -344, 83, -35
8276, 7396, -6737, -303, 99, -9
8272, 7394, -6818, -284, 153, -20
8270, 7397, -6885, -224, 217, 2
8268, 7396, -6816, -190, 268, -12
8266, 7395, -6688, -195, 267, 36
8261, 7395, -6697, -257, 235, 90
8260, 7396, -6666, -259, 214, 154
8258, 7396, -6646, -333, 216, 200
8257, 7370, -6457, -367, 226, 197
8257, 7394, -6632, -392, 240, 202
8257, 7306, -6480, -321, 259, 158
8256, 7050, -6531, -384, 246, 135
8260, 6616, -6501, -439, 238, 127
8257, 6657, -6467, -427, 213, 82
8258, 6270, -6732, -455, 186, 104
8261, 6166, -6711, -456, 152, 108
8265, 5635, -6867, -480, 103, 62
8264, 5478, -6739, -498, 84, 110
8266, 5228, -6827, -487, 66, 180
8270, 4817, -6591, -508, 26, 216
8272, 4672, -6620, -477, -5, 168
8276, 4433, -6495, -419, 14, 193
8278, 4200, -6423, -375, 26, 194
8239, 4039, -6457, -323, 32, 206
7743, 3684, -6218, -278, 1, 193
7794, 3504, -6191, -236, 1, 199
7245, 3380, -5637, -187, -30, 226
6832, 3057, -5508, -121, -43, 244
6609, 2825, -5137, -83, -58, 274
5898, 2527, -4889, -96, -96, 283
5520, 2557, -4511, -102, -147, 338
4768, 2021, -4019, -138, -194, 383
4291, 1925, -3909, -179, -251, 404
3654, 1968, -3627, -228, -257, 362
2898, 1706, -3160, -300, -279, 285
2230, 1386, -2864, -352, -297, 194
1728, 1183, -2245, -406, -346, 123
1243, 923, -1915, -459, -396, 4
573, 898, -1603, -519, -458, -66
382, 686, -1340, -567, -579, -127
35, 360, -952, -652, -664, -169
-35, 475, -683, -684, -767, -229
-95, 445, -522, -680, -844, -309
-309, 214, -205, -639, -914, -378
-98, 258, -89, -560, -976, -425
-266, -322, 267, -498, -1003, -500
-211, -524, 624, -396, -1040, -617
-326, -966, 1113, -283, -1064, -711
-411, -1378, 1708, -245, -1114, -767
-518, -1994, 2194, -171, -1154, -831
-652, -2589, 2412, -116, -1233, -872
-686, -3126, 3085, -79, -1227, -859
-772, -3734, 3391, -60, -1119, -809
-943, -4579, 3622, -76, -1241, -877
-1194, -5053, 3833, -12, -1287, -825
-1505, -6036, 4103, 25, -1169, -686
-1687, -6500, 4505, 44, -1141, -592
-1683, -7283, 5114, 53, -1004, -581
-2055, -8097, 5600, 80, -1033, -600
-2254, -8917, 5927, 77, -1080, -506
-2532, -9644, 6569, 101, -1040, -312
-2637, -10459, 7133, 84, -1048, -108
-3195, -11033, 7361, 32, -1040, -22
-3589, -11318, 7379, 37, -1017, 51
-4320, -11845, 7379, -34, -1026, 119
-5009, -12491, 7375, -62, -1021, 191
-5842, -12751, 7376, -76, -984, 226
-6612, -13417, 7376, -81, -921, 313
-7283, -13617, 7374, -60, -887, 263
-8180, -14090, 7375, -85, -909, 275
-8855, -14624, 7374, -57, -874, 226
-9352, -15196, 7376, -77, -877, 249
-9934, -15633, 7375, -59, -847, 199
-10337, -15946, 7376, -15, -807, 223
-10576, -16240, 7375, -92, -808, 129
-10931, -16593, 7376, -129, -793, 73
-10836, -16959, 7375, -132, -770, -4
-10726, -17268, 7376, -144, -757, 107
-10639, -17422, 7377, -216, -778, 119
-10365, -17704, 7377, -223, -735, 140
-9830, -17674, 7377, -252, -715, 88
-9221, -17529, 7381, -219, -769, 167
-9004, -17253, 7380, -337, -765, 190
-8465, -17149, 7375, -387, -733, 308
-8112, -16855, 7234, -448, -703, 314
-7321, -16339, 6894, -504, -681, 422
-6843, -16034, 6618, -515, -648, 399
-6093, -15653, 6222, -521, -564, 547
-5704, -15067, 5887, -546, -563, 572
-5175, -14841, 5406, -625, -550, 659
-4556, -14300, 5072, -676, -436, 643
-4078, -13649, 4646, -665, -368, 733
-3541, -13233, 4424, -653, -279, 773
-2991, -12806, 3737, -659, -246, 768
-2151, -12254, 3146, -645, -158, 791
-1647, -11545, 2685, -602, -87, 838
-1446, -10841, 2296, -685, -98, 850
-773, -10398, 1988, -594, -121, 821
-400, -9828, 1941, -694, -181, 697
-69, -9219, 1826, -621, -229, 570
88, -8780, 1654, -656, -252, 511
279, -8246, 1808, -635, -313, 346
239, -8096, 1994, -668, -372, 207
445, -7925, 2025, -655, -445, 56
507, -7591, 2179, -648, -470, -35
386, -7475, 2374, -676, -390, -146
221, -7198, 2503, -698, -408, -320
162, -7268, 2738, -738, -425, -472
202, -7120, 2925, -815, -427, -564
340, -6991, 2954, -721, -448, -537
41, -6956, 2830, -735, -455, -608
110, -6984, 2931, -681, -411, -556
-57, -6913, 3003, -626, -339, -554
-151, -6937, 2961, -594, -254, -506
-437, -6744, 2845, -553, -179, -430
-673, -6772, 2905, -522, -154, -407
-697, -6621, 2742, -470, -138, -253
-956, -6554, 2655, -442, -159, -216
-1136, -6224, 2313, -458, -121, -126
-1508, -5680, 2077, -440, -96, -51
-1762, -5535, 1907, -379, -8, -22
-2088, -5380, 1729, -331, 73, -10
-2600, -5339, 1838, -273, 114, 61
-2853, -5235, 1705, -242, 179, 145
-3121, -5059, 1758, -226, 217, 206
-3595, -4919, 1594, -188, 244, 271
-4028, -4379, 1623, -174, 305, 342
-4265, -3994, 1524, -193, 322, 357
-4675, -3923, 1245, -188, 315, 373
-4662, -3622, 1193, -209, 323, 393
-5074, -3352, 1194, -225, 306, 386
-5061, -3097, 950, -229, 292, 407
-5018, -2959, 860, -266, 267, 384
-5149, -3010, 877, -293, 252, 377
-5259, -2804, 766, -325, 186, 405
-5387, -2774, 730, -277, 299, 438
-5359, -2495, 815, -373, 291, 394
-5569, -2520, 884, -396, 321, 435
-5531, -2168, 832, -443, 321, 400
-5612, -2035, 837, -442, 327, 382
-5644, -1885, 729, -461, 308, 427
-5508, -1362, 653, -460, 301, 384
-5329, -1285, 666, -494, 292, 364
-5287, -870, 615, -513, 249, 371
-5235, -374, 533, -539, 215, 357
-4938, -186, 477, -534, 400, 253
-4734, 44, 300, -274, 26, 388
-4429, 350, 572, -521, 225, 193
-4095, 584, 681, -547, 195, 158
-4053, 1019, 441, -524, 177, 166
-3726, 1135, 109, -522, 205, 115
-3593, 1422, 43, -484, 193, 123
-3029, 1585, 176, -392, 208, 28
-2949, 1599, 53, -383, 197, 23
-2487, 1763, -8, -449, 136, -141
-2192, 1437, -171, -361, 207, 74
-1804, 1534, -512, -309, 192, 17
-1514, 1521, -494, -322, 259, -34
-1131, 1560, -522, -262, 233, -8
-901, 1505, -731, -213, 245, -26
-776, 1498, -972, -161, 239, -9
-628, 1564, -898, -131, 260, 17
-337, 1509, -603, -96, 289, 39
-220, 1626, -691, -73, 292, 71
-49, 1470, -479, -32, 315, 116
273, 1370, -581, -4, 333, 113
-41, 1455, -438, 13, 349, 146
34, 1209, -417, 39, 382, 156
116, 1368, -219, 59, 401, 167
-209, 1450, -281, 82, 424, 163
-66, 1201, -324, 105, 419, 196
-195, 1066, -439, 144, 418, 195
-495, 1288, -267, 160, 414, 221
-555, 1227, -263, 175, 436, 199
-637, 1127, -327, 187, 451, 203
-736, 1068, -369, 187, 453, 200
-834, 901, -503, 202, 456, 207
-1061, 981, -488, 204, 459, 219
-1231, 1047, -711, 216, 439, 168
-1218, 1028, -708, 216, 456, 213
-1352, 990, -555, 230, 430, 185
-1702, 1152, -487, 269, 435, 146
-1803, 1100, -468, 250, 454, 163
-1875, 974, -463, 264, 412, 98
-2064, 1013, -565, 255, 408, 101
-2229, 1032, -331, 260, 377, 96
-2464, 1008, -356, 240, 366, 79
-2546, 1087, -266, 235, 365, 11
-2724, 1057, -155, 245, 342, -11
-3082, 1011, -302, 242, 326, -20
-3086, 972, -105, 239, 310, -64
-3073, 968, -40, 236, 289, -107
-3314, 964, 1, 221, 282, -114
-3203, 865, 4, 207, 293, -148
-3435, 740, -22, 220, 292, -206
-3378, 816, 74, 198, 299, -173
-3281, 569, 43, 222, 285, -187
-3326, 512, 101, 199, 268, -172
-3394, 354, -48, 220, 280, -166
-3492, 327, 106, 212, 256, -165
-3414, 165, 62, 207, 259, -203
-3531, 259, 41, 188, 263, -176
-3420, 205, -82, 212, 252, -237
-3469, 46, 92, 193, 250, -255
-3600, -89, 256, 200, 236, -269
-3575, -392, 122, 208, 228, -263
-3599, -288, 48, 183, 266, -263
-3852, -644, 129, 168, 249, -318
-3822, -723, -55, 157, 247, -298
-3587, -805, 53, 101, 243, -298
-3633, -790, 247, 196, 269, -287
-3602, -1084, 185, 71, 294, -234
-3664, -1031, 213, 32, 269, -254
-3920, -1520, -79, 23, 270, -234
-3812, -1371, -163, -9, 314, -188
-3753, -1638, -94, 22, 319, -211
-3601, -1717, -213, 48, 337, -171
-3551, -1868, -27, 54, 310, -144
-3739, -1847, -61, 84, 330, -134
-3646, -2189, -68, 51, 334, -175
-3636, -2089, -92, 74, 325, -133
-3508, -2098, -118, 57, 335, -160
-3585, -2312, -237, 72, 307, -156
-3594, -2340, -255, 110, 328, -176
-3614, -2321, -370, 122, 363, -191
-3432, -2369, -254, 152, 362, -173
-3468, -2213, -427, 176, 364, -191
-3353, -2336, -477, 213, 396, -213
-3348, -2321, -415, 225, 359, -192
-3352, -2482, -566, 245, 390, -200
-3282, -2266, -608, 235, 366, -161
-3095, -2094, -596, 227, 412, -170
-3253, -2187, -712, 234, 369, -139
-3193, -2096, -755, 297, 374, -64
-3298, -2046, -792, 289, 421, -82
-3408, -1897, -773, 277, 416, -93
-3431, -1928, -712, 252, 403, -65
-3545, -1851, -914, 245, 372, -10
-3623, -1640, -813, 246, 360, 36
-3403, -1586, -817, 234, 389, 41
-3684, -1492, -939, 188, 393, 45
-3606, -1245, -875, 196, 361, 98
-3679, -1129, -897, 202, 366, 123
-3748, -1088, -1063, 189, 337, 76
-3749, -736, -981, 214, 354, 125
-4026, -718, -1285, 206, 347, 117
-3948, -765, -1178, 224, 363, 120
-3738, -665, -1174, 167, 383, 70
-3783, -519, -1132, 244, 363, 109
-3597, -322, -1181, 273, 370, 85
-3579, -282, -1343, 281, 345, 89
-3446, -163, -1289, 269, 360, 70
-3419, -26, -1287, 276, 342, 60
-3130, -82, -1201, 285, 348, 77
-3162, 67, -1206, 272, 353, 90
-2979, 80, -1304, 267, 316, 106
-2718, 276, -1279, 251, 327, 93
-2500, 339, -1119, 222, 346, 122
-2399, 396, -1245, 226, 331, 76
-2227, 573, -1181, 273, 304, 132
-2118, 495, -1201, 285, 315, 94
-1921, 772, -1130, 311, 306, 89
-1790, 689, -1428, 287, 287, 93
-1771, 621, -1267, 343, 284, 77
-1764, 847, -1153, 341, 307, 40
-1685, 852, -1270, 376, 304, 87
-1482, 1016, -1093, 397, 324, 80
-1557, 800, -996, 398, 334, 57
-1379, 981, -768, 415, 313, 79
-1289, 1053, -835, 420, 321, 90
-1567, 992, -669, 427, 308, 76
-1413, 1117, -685, 425, 302, 34
-1477, 1272, -587, 484, 322, 75
-1608, 1084, -694, 518, 320, 109
-1460, 1261, -483, 505, 301, 65
-1590, 1208, -508, 491, 303, 98
-1799, 1211, -403, 521, 307, 50
-1607, 1188, -205, 541, 318, 104
-1674, 1172, -150, 521, 315, 44
-1818, 1341, -320, 574, 367, 115
-1702, 1457, -239, 560, 327, 100
-1862, 1537, -241, 553, 346, 118
-1688, 1755, -202, 541, 330, 89
-1772, 1581, -319, 533, 323, 96
-2076, 1947, -204, 530, 315, 127
-1940, 1968, -276, 535, 323, 58
-1947, 2050, -74, 530, 323, 97
-2197, 2075, -292, 522, 305, 70
-2260, 2060, 68, 521, 304, 86
-2256, 2104, 63, 522, 289, 106
-2272, 2504, 185, 525, 288, 126
-2392, 2559, 65, 506, 277, 108
-2523, 2486, 505, 496, 293, 51
-2553, 2710, 267, 495, 285, 38
-2490, 2821, 312, 474, 286, 26
-2704, 2691, 234, 449, 264, 25
-2594, 2925, 308, 442, 253, -11
-2668, 2862, 369, 419, 248, -1
-2511, 3050, 300, 402, 233, 19
-2395, 2936, 109, 394, 237, 20
-2474, 2895, 112, 340, 216, -61
-2615, 2865, 205, 416, 194, 16
-2465, 3137, 253, 464, 206, -4
-2215, 3026, 400, 458, 202, -62
-2293, 3005, 168, 446, 143, -89
-2159, 3060, 380, 453, 161, -88
-2216, 2979, 303, 447, 168, -81
-2033, 3066, 326, 453, 165, -64
-1940, 2839, 334, 431, 164, -108
-1674, 2837, 452, 446, 170, -83
-1759, 2851, 397, 437, 125, -106
-1607, 2904, 357, 454, 156, -76
-1436, 2892, 321, 420, 174, -108
-1449, 2648, 419, 423, 148, -103
-1386, 2505, 182, 429, 154, -91
-1224, 2720, 228, 457, 163, -86
-1071, 2518, 33, 470, 128, -105
-952, 2604, 212, 527, 174, -3
-818, 2658, 268, 464, 170, -38
-744, 2555, 62, 448, 150, -44
-553, 2722, 185, 510, 162, 47
-529, 2662, 295, 491, 142, 27
-539, 2701, 245, 498, 123, 52
-631, 2801, 212, 456, 136, -8
-463, 2644, 292, 493, 179, 77
-566, 2885, 87, 487, 183, 25
-493, 2745, -11, 519, 161, 52
-522, 2611, 18, 517, 160, 70
-498, 2749, 170, 544, 159, 93
-488, 2806, -48, 533, 170, 79
-571, 2875, 88, 526, 135, 83
-292, 2770, -25, 522, 132, 10
-623, 2948, -76, 576, 126, 157
-548, 3125, 133, 504, 168, 98
-659, 3060, 216, 545, 163, 150
-625, 3079, 51, 516, 175, 95
-784, 3089, 198, 551, 232, 138
-853, 3297, 262, 544, 223, 116
-724, 3212, 315, 502, 222, 68
-733, 3088, 459, 554, 215, 102
-736, 3348, 310, 515, 193, 137
-869, 3019, 531, 447, 193, 105
-792, 3189, 411, 452, 151, 156
-844, 3254, 448, 452, 132, 140
-782, 3244, 559, 453, 84, 89
-756, 3161, 644, 427, 106, 104
-794, 3216, 370, 392, 82, 78
-756, 3250, 311, 374, 71, 79
-631, 3359, 259, 392, 66, 147
-697, 3352, 403, 380, 57, 101
-675, 3401, 246, 400, 64, 122
-511, 3429, 152, 391, 53, 93
-643, 3390, 357, 419, 61, 112
-607, 3319, 129, 439, 27, 129
-614, 3357, 74, 435, 41, 97
-778, 3526, 113, 440, 9, 136
-678, 3496, 30, 448, 28, 76
-528, 3497, -113, 467, 18, 109
-791, 3584, -125, 451, 41, 116
-425, 3684, 195, 432, 24, 85
-626, 3529, -157, 439, 39, 136
-575, 3531, -142, 446, 41, 134
-370, 3490, -136, 466, -29, 155
-302, 3788, -230, 470, -55, 166
-457, 3694, -312, 448, -19, 122
-511, 3748, -390, 441, -62, 127
-302, 4073, -363, 479, -45, 175
-345, 3824, -406, 430, -28, 107
-208, 4119, -219, 437, -42, 141
-287, 4355, -481, 407, -39, 122
-58, 4057, -343, 395, 6, 153
3, 4304, -563, 413, -30, 63
-55, 4139, -719, 388, -17, 122
25, 4208, -827, 406, -15, 35
-52, 3996, -837, 483, -56, 139
27, 4056, -812, 488, -63, 70
10, 4226, -974, 495, -70, 152
65, 4153, -949, 487, -51, 56
93, 4142, -1005, 540, -55, 38
145, 4042, -949, 547, -42, -30
254, 4014, -1068, 558, -82, -56
12, 3780, -898, 574, -113, -12
198, 3774, -991, 560, -153, -6
138, 3833, -875, 550, -141, -26
25, 3914, -964, 548, -180, -13
175, 3708, -918, 523, -162, -71
171, 3782, -776, 538, -120, 26
193, 3695, -1146, 538, -171, -8
166, 3498, -822, 494, -183, -5
67, 3363, -1049, 508, -174, 8
186, 3320, -785, 490, -140, -4
277, 3357, -999, 498, -151, -4
329, 3401, -793, 509, -129, -39
304, 3329, -994, 523, -151, -19
198, 3188, -1001, 498, -174, -27
283, 3247, -1111, 529, -171, 52
306, 3099, -1054, 548, -187, 32
395, 3211, -1013, 425, -183, -9
371, 3219, -956, 520, -168, 23
583, 3319, -1148, 546, -160, 15
493, 3243, -940, 600, -165, -41
521, 3370, -909, 595, -178, -63
355, 3170, -969, 591, -194, -24
279, 3119, -771, 587, -229, -6
150, 3362, -650, 571, -234, 20
149, 3360, -706, 561, -206, 6
-102, 3368, -695, 521, -216, -35
-113, 3337, -494, 540, -193, -49
-121, 3098, -472, 555, -198, -23
-248, 3067, -444, 509, -186, -56
-268, 2976, -346, 531, -204, -101
-353, 2923, -190, 580, -245, -28
-446, 2745, -213, 617, -272, -59
-498, 2610, -226, 597, -274, -125
-421, 2481, 18, 588, -289, -96
-317, 2490, -145, 597, -277, -118
-293, 2443, -140, 605, -292, -87
